The Invincible Six,1970,{Action,Adventure,Crime},103,0,movie
Destroy All Monsters,1968,{Action,Sci-Fi,Thriller},88,0,movie
Khilari,1968,{Action,Sci-Fi},138,0,movie
Walet merah,1993,{Action,Fantasy},78,0,movie
Dangerous Mission,1954,{Action,Crime,Film-Noir},75,0,movie
Demetrius and the Gladiators,1954,{Action,Drama,History},101,0,movie
Kumbarees,2019,{Action,Thriller},119,0,movie
One Armed Hero,1994,{Action,Adventure,Drama},89,0,movie
All or Nothing,2010,{Action,Thriller,War},61,0,movie
Maharana Pratap: The First Freedom Fighter,2012,{Action,War},145,0,movie
Dhoom,2004,{Action,Crime,Drama},129,0,movie
Dongalo Massacre,1988,{Action,Drama},106,0,movie
Pink_D,2006,{Action,Adventure,Sci-Fi},91,0,movie
Beautiful Destroyer,2015,{Action,Drama,Romance},115,0,movie
The Harbormaster Returns,1970,{Action},80,0,movie
Original Dirty Pair: Project Eden,1987,{Action,Adventure,Animation},81,0,movie
Pistoleros,2007,{Action,Comedy,Western},92,0,movie
La sombra del sahuaro,2005,{Action,Drama,Western},111,0,movie
Love in London,2023,{Action,Romance,Thriller},128,0,movie
Fighting Darksider,2022,{Action,Fantasy},70,0,movie
Bush Knife,2024,{Action,Thriller},90,0,movie
Yugantar - The End of Time,2026,{Action,Adventure,Comedy},160,0,movie
Automatic,1995,{Action,Sci-Fi,Thriller},90,0,movie
Back in Action,1994,{Action,Crime,Drama},93,0,movie
Bad Girls,1994,{Action,Adventure,Drama},99,0,movie
Crystal Fortune Run,1994,{Action,Crime,Fantasy},84,0,movie
No, Sir!,1994,{Action,Comedy},90,0,movie
The True Hero,1994,{Action,Crime,Drama},97,0,movie
Punch Lady,2007,{Action,Drama,Sport},121,0,movie
Ferocious Female Freedom Fighters,1982,{Action,Comedy},93,0,movie
Fighting Back,1982,{Action,Crime,Drama},98,0,movie
The Final Option,1982,{Action,Thriller},125,0,movie
Firefox,1982,{Action,Adventure,Thriller},136,0,movie
First Blood,1982,{Action,Adventure,Thriller},93,0,movie
Forced Vengeance,1982,{Action,Adventure,Crime},90,0,movie
Freedom,1982,{Action,Adventure,Crime},102,0,movie
Carnosaur 3: Primal Species,1996,{Action,Horror,Sci-Fi},85,0,movie
Chain Reaction,1996,{Action,Drama,Sci-Fi},107,0,movie
The Chain,1996,{Action,Drama,Thriller},96,0,movie
Champions,1997,{Action},99,0,movie
Narasimhudu,2005,{Action,Drama},174,0,movie
FX 18,1964,{Action},95,0,movie
Los cuatro Juanes,1966,{Action,Adventure,Comedy},95,0,movie
The Necro Files,1997,{Action,Comedy,Horror},72,0,movie
Nihon ansatsu hiroku,1969,{Action,Crime,Drama},142,0,movie
Sensation Seekers,1963,{Action,Comedy},83,0,movie
Escuadrón patineta,1990,{Action},90,0,movie
Sherlock Holmes in China,1994,{Action,Comedy,Thriller},82,0,movie
Hetmanski kleinody,1993,{Action,Adventure,Drama},87,0,movie
Man of Steel,2013,{Action,Adventure,Sci-Fi},143,0,movie
One Spy Too Many,1966,{Action,Adventure,Comedy},102,0,movie
One of Our Spies Is Missing,1966,{Action,Adventure,Comedy},100,0,movie
Password: Kill Agent Gordon,1966,{Action,Adventure},95,0,movie
Operation Poker,1965,{Action,Adventure,Crime},119,0,movie
Operação Dinamite,1967,{Action,Thriller},90,0,movie
For One Thousand Dollars Per Day,1966,{Action,Drama,Western},81,0,movie
The Big Blackout,1966,{Action,Crime,Thriller},96,0,movie
Eskort,2000,{Action,Crime,Thriller},100,0,movie
Behind Enemy Lines,1987,{Action,Drama,War},88,0,movie
Peacock King,1988,{Action,Adventure,Fantasy},86,0,movie
Tales from Las Cruces,2023,{Action,Horror,Thriller},120,0,movie
Allari Bullodu,2005,{Action,Romance},175,0,movie
Takkar,1995,{Action,Crime,Drama},143,0,movie
Strangers at Sunrise,1969,{Action,Drama,Western},99,0,movie
Jailbreak 1958,1986,{Action},84,0,movie
Spider-Man 2: Broken Identity,2019,{Action},100,0,movie
Manithan,1987,{Action,Crime,Drama},139,0,movie
Shaolin Intruders,1983,{Action,Drama},89,0,movie
Sangue chiama sangue,1968,{Action,Drama,Western},97,0,movie
Shaolin Incredible Ten,1982,{Action,Drama},88,0,movie
Thou Shall Not Kill ... But Once,1975,{Action,Drama},83,0,movie
Shaolin Tough Kid,1979,{Action,Drama},90,0,movie
Shaolin Temple,1976,{Action},90,0,movie
Shaolin Temple Against Lama,1980,{Action,Drama},86,0,movie
Shaolin Traitor,1977,{Action,Mystery},94,0,movie
Ninja vs. Shaolin,1983,{Action},88,0,movie
Shaolin: The Blood Mission,1984,{Action},90,0,movie
The Sharp Fists of Kung Fu,1974,{Action},85,0,movie
El vecindario,1981,{Action},90,0,movie
Mad Foxes,1981,{Action,Thriller},80,0,movie
Ground Control,1998,{Action,Adventure,Drama},93,0,movie
Dark Confessions,1998,{Action,Drama,Horror},92,0,movie
